/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_17_518.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_17_518.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_17_518.jpg, 0, 0, 0, 2.858834
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_17_621.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_17_621.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_17_621.jpg, 0, 0, 0, 2.831352
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_17_724.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_17_724.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_17_724.jpg, 0, 0, 0, 2.798735
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_17_831.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_17_831.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_17_831.jpg, 0, 0, 0, 2.771855
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_17_947.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_17_947.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_17_947.jpg, 0, 0, 0, 2.739955
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_18_082.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_18_082.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_18_082.jpg, 0, 0, 0, 2.703223
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_18_197.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_18_197.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_18_197.jpg, 0, 0, 0, 2.677302
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_18_315.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_18_315.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_18_315.jpg, 0, 0, 0, 2.64654
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_18_432.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_18_432.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_18_432.jpg, 0, 0, 0, 2.616148
/home/vyas/Documents/Behavioral Cloning/Data1/IMG/center_2020_09_23_00_03_18_547.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/left_2020_09_23_00_03_18_547.jpg, /home/vyas/Documents/Behavioral Cloning/Data1/IMG/right_2020_09_23_00_03_18_547.jpg, 0, 0, 0, 2.586122
